"x"
"1",12.9204679057894
"2",12.9120525950408
"3",12.7896262922602
"4",12.7805144154377
"5",12.8427186739791
"6",12.7982398603715
"7",12.7755600147831
"8",12.8719270508046
"9",12.804601899536
"10",12.8130481608705
"11",12.7991072790961
"12",12.9004619720805
"13",12.8255220824119
"14",12.7815025598295
"x"
"1",12.3611407570581
"2",13.0518367044605
"3",12.3072937707053
"4",11.315023947353
"5",9.6787733985207
"6",14.3161524977278
"7",12.8355877612741
"8",10.2764229833812
"9",10.7096743373038
"10",10.517961915746
"11",12.4442438235278
"12",10.1118684679141
"13",12.0404868672017
"14",7.90258259412651
"x"
"1",82.0490900770581
"2",80.9450687263247
"3",85.6132529301968
"4",85.4551953712024
"5",81.4503752129108
"6",83.6654438410231
"7",84.3832314171055
"8",82.5302484619522
"9",77.3435477927865
"10",81.3498006018449
"11",84.6247700321202
"12",84.8705034747558
"13",82.4172618300861
"14",82.0490900770581
"x"
"1",0.133896728906944
"2",0.105805731124797
"3",0.101503844547053
"4",0.0967068229235471
"5",0.0910898972524213
"6",0.108269550248128
"7",0.105774067917942
"8",0.122137091059757
"9",0.112746363578598
"10",0.101070834377041
"11",0.122104740835188
"12",0.0998407564736084
"13",0.100596421927535
"14",0.111425116976697
"x"
"1",0.625299772592048
"2",0.534671823400213
"3",0.481976723336209
"4",0.49801113622768
"5",0.529052733170943
"6",0.560761808530844
"7",0.523294288805448
"8",0.502730267383054
"9",0.422671684623684
"10",0.515227803936294
"11",0.562661857400767
"12",0.464379198053764
"13",0.625299772592048
"14",0.534671823400213
